serbest kullanılabilir klor,free available chlorine
serbest sınır koşulu,free boundary
serbest elektrik yükü,free charge
serbest yük,free charge
serbest rekabet,free competition
serbest büzülme,free contraction
doğal ısı taşınımı,free convection; natural convection
kolay işlenir çelik,free cutting steel; free machining steel
primsiz elleçleme,free dispatch
serbest elektron,free electron
serbest enerji,free energy
serbest enerji,free energy
Gibbs serbest enerjisi,free enthalpy; Gibbs energy; Gibbs free energy; Gibbs function
serbest kur sistemi,free exchange rate system
serbest düşme,free fall
serbest yağ asitleri,free fatty acid
yağda serbest yağ asitliği,free fatty acid percentage of lipid
serbest alan,free field
zaman marjı,free float
serbest akış,free flow
serbest akış hızı,free flow speed
bağımsız öge,free form
serbest mallar,free goods
serbest piyasa,free market
serbest piyasa ekonomisi,free market economy
serbest aşım uygulaması,free mating application; panmixia; panmixis
serbest aşım,free mating; pasture mating
serbest nem,free moisture
serbest devinim,free motion
sermayenin serbest dolaşımı,free movement of capital; free capital movement; free capital flow; free flow of capital
serbest nötron,free neutron
vagonda teslim,"free on rail, free on rails; free into wagons, free on wagons, FOR"
kamyonda teslim,free on truck
serbest salınım,free oscillation
plastik akış,free plastic flow; plastic flow; plastic strain
serbest liman,free port
serbest radikal,free radical
serbest çökelme,free sedimentation; free settling; unhindered settling
serbest silika,free silica
açık yazılım,free software; open source software; public software
serbest akustik alan,"free sound field, free field, acoustical free field"
serbest uzay,free space; vacuum
serbest hız,free speed
serbest durak,free stall
serbest akım çizgisi akışı,free streamline flow
oynak yüzey,free surface; loose water
serbest ticaret anlaşması,free trade agreement
serbest ticaret bölgesi,free trade area; free trade zone; free zone
serbest türbülans,free turbulence
serbest değişken,free variable
serbest titreşim,free vibration
serbest burgaç,free vortex; irrotational vortex
serbest su,free water; unbound water
serbest dalga,"free wave, free progressive wave, progressive sound wave, progressive wave"
çok erişimli anahtar,free-access key; matrix key; multiple-access key
hava payı,freeboard
su üstü borda yüksekliği,freeboard
fribord markası,freeboard disc; freeboard mark; load mark; Plimsoll mark
soluyan çatı,free-breathing roof
serbest alanda akustik engel zayıflatması,free-field screen sound attenuation
çok katlı kavşak,free-flow interchange
serbest formlu yüzey,free-form surface
serbest serbest saydamsızlığı,free-free opacity
serbest serbest geçiş,free-free transition
ikizlik kısırlığı,freemartinism
hamurun serbestlik derecesi,freeness index; freeness level; freeness value
kontrolsüz otlatma,free-range grazing; uncontrolled grazing
serbest salınım frekansı,free-run frequency; free oscillation frequency
arpa zambağı,freesia
serbest uzay yol kaybı,free-space attenuation; free-space path loss; free space loss
açık kanal akışı,free-surface flow; open channel flow
ilerleyen dalga,free-traveling wave; free progressive wave; free wave; progressive wave
ücretsiz yazılım,freeware
otoyol kontrolü,freeway control; motorway control; motorway traffic control
serbest dönüş kavraması,freewheel clutch; overrunning clutch
don bildirimi,freeze advisory
görüntü dondurma,freeze frame
don uyarısı,freeze warning
dondan kaçınan böcek,freeze-avoidant insect
duraklamalı video,freeze-frame video
donsuz mevsim,freeze-free season; frost-free season
don yanığı,freezer burn
donma-çözülme döngüsü,freeze-thaw cycle
don toleranslı böcek,freeze-tolerant insect
donma,freezing
kırağılı gün,freezing day; frost day
donan çisenti,freezing drizzle
don indeksi,freezing index
donma yükseltisi,freezing level; zero-degree celsius level; zero-degree isotherm
donma çekirdeklenmesi,freezing mode nucleation; freezing nucleation
donma çekirdeği,freezing nucleus
donma noktası düşmesi,freezing point depression
donan yağış,freezing precipitation
donan yağmur,freezing rain
donma hızı,freezing rate; freezing speed; speed of freezing
dondurma kuyu,freezing shaft sinking; frozen shaft; shaft freezing technology
donan serpinti,freezing spray
donma süresi,freezing time
navlun,freight
genel kargo,freight all kinds
navlun faturası,freight bill; freight invoice
birim taşıma ücreti,freight cost per unit shipped
üçüncü parti lojistik sağlayıcı,freight dispatcher; third-party logistics provider-3PL
taşıma işleri organizatörlüğü,freight forwarding; freight forwarding service
sevk denetimi,freight operation control
varış limanında ödeme,freight payable at destination
taşımacılık planlama,freight planning; freight transportation planning
birim navlun ücreti,freight rate
navlun tonu,freight ton; freight tonnage
yük izleme,freight tracing
organize lojistik bölge,"freight village, logistics village, intermodal transport node"
kargo uçağı,"freighter, air freighter, cargo plane, cargo aircraft"
terzi taşı,French chalk
tarama yapağısı,French combing wool
pistole takımı,french curve
Fransız sertliği,French degree of hardness
makaron,French macaroon; macaron
Fransız çelişkisi,french paradox
French basınç hücresi,French press; French pressure cell press
kara pazı,French spinach; orache; sea purslane
Fransız kemik sıyırma yöntemi,French trim
Fransız çırpma teli,French whisk
parmak patates,french-fried potato; French fry
Frenkel kusuru,Frenkel defect
frenulum,frenulum
freon,freon
frekans,frequency
frekans çevikliği,frequency agility
spektral katlanma bozulması,frequency aliasing distortion
frekans analizi,frequency analysis
frekans atama,frequency assignment; assignment of frequencies; spectrum assignment
optik frekans tarağı,frequency comb; optical frequency comb
frekans kontrolü,frequency control
frekans eğrisi,frequency curve
frekans sapması,frequency deviation
frekans çeşitlemesi,frequency diversity
frekans bölücü,frequency divider
frekans uzayı,frequency domain
frekans uzayı analizi,frequency domain analysis
frekans çiftleyici,frequency doubler
frekans sürüklenmesi,frequency drift
frekans kapılması,frequency entrainment
frekans süzgeci,"frequency filter, wave filter"
frekans üreteci,frequency generator; tone generator
frekans hoplama,frequency hopping
frekansmetre,frequency meter
frekans karıştırıcı,frequency mixer; mixer
frekans katlayıcı,frequency multiplier
yeni kombinasyon oranı,frequency of recombination; recombinant frequency; recombination fraction; recombination frequency
frekans bandı,frequency range; frequency band
frekans yanıt fonksiyonu,frequency response function
frekansın yeniden kullanımı,frequency re-use
frekans seçici sönümlenme,frequency selective fading; selective fading
frekans seçiciliği,frequency selectivity
frekans kaydırmalı modülasyon,frequency shift keying
spektral bulaşma ,frequency smearing; spectral leakage
frekans spektrumu,frequency spectrum
frekans kararlılığı,frequency stability
frekans standardı ünitesi,frequency standard
frekans taraması,frequency sweep; radio-frequency sweep; RF sweep
frekans sentezleyici,frequency synthesizer
frekans öteleme,frequency translation
frekans yükseltici,frequency up-converter; up-converter
frekans ağırlıklandırmalı ses basıncı düzeyi,frequency weighted sound pressure level
frekansa bağlı düzeltme,frequency-dependent correction
frekans atlamalı yayılı spektrum modülasyonu,frequency-hopping spread spectrum; FHSS
sinkrosiklotron,frequency-modulated cyclotron; synchro-cyclotron; synchrocyclotron
frekans-dalga sayısı yöntemi,frequency-wave number method
genellikle mevcut tür,frequent species
fresko bezeme,fresco
sert rüzgâr,fresh breeze
taze beton,"fresh concrete, unset concrete, freshly mixed concrete"
yeni kar,fresh fallen snow; fresh snow
sulu kaba yem,fresh forage; fresh roughage
sofralık üzüm,fresh grape; table grape
tatlı su,fresh water
tatlı su toleransı,fresh water allowance
tatlı su pompası,fresh water pump
taze kesilmiş gıda,fresh-cut foods; minimally processed produce
kabarma seli,freshet
tazelik belirteci,freshness indicator
tatlı- tuzlu su arayüzeyi,fresh-salt water interface
tatlı su biyolojisi,freshwater biology
tatlı su ekosistemi,freshwater ecosystem
Fresnel denklemleri,Fresnel coefficients; Fresnel equations; Fresnel's law
Fresnel kırınımı,Fresnel diffraction
Fresnel aynaları,Fresnel mirrors; ridged mirrors
Fresnel sayısı,Fresnel number
Fresnel bölgesi,Fresnel zone; Fresnel region
sürtünme korozyonu,fretting corrosion
gevrek formasyon,friable formation
sürtünme,friction
friksiyon kalandırı,friction calander; friction glazing calender
sürtünmeli sönümleyici,friction damper; frictional damper
sürtünmeli tahrik,friction drive
sıkı geçme,friction fit; interference fit; press fit
sürtünme kuvveti,friction force
sürtünme kaybı,friction head; friction loss; resistance head; viscous dissipation; head loss
sürtünme kaybı,friction loss
sürtünmeli sarkaç tipi izolatör,friction pendulum seismic isolator; sliding pendulum type seismic isolator
sürtünme yanığı,friction searing; searing friction
sürtünmeli iplik eğirme,friction spinning
sürtünme hızı,friction velocity; shear velocity
sürtünme yakınsaması,frictional convergence
sürtünmeyle elektriklenme,frictional electricity
sürtünme direnci,frictional resistance
geçici işsizlik,frictional unemployment; residual unemployment
sürtünmeli direk,frictional yielding prop; mechanical yielding prop
sürtünmesiz akış,frictionless flow; inviscid flow; nonviscous flow
kızarmış yumurta,fried eggs
sırçanın kazınması,friezing; frizing
frigana,frigana
fırkateyn,frigate
firigo fide,frigo seedling
frigofiriko ham deri,frigofrico hide
soğuk ambarlı gemi,frigorific ship; reefer; refrigerated cargo ship; refrigerated vessel
soğutmalı taşıma,frigorific transportation
frigorimetre,frigorimeter
fırfır,frill
ücret dışı yarar,fringe benefit
girişim saçağı,fringe pattern; interference fringe; interference pattern
bitkisel sepilenmiş yarı mamul deri,fringe-level tanned hide
firit,frit
firitli beyaz ürün,frit China
ekinsinekleri,frit flies; grass flies
ekin başaksineği,frit fly
sinterleme,frittage; sintering
İtalyan omleti,frittata
firitli sır,fritted glaze
yapraksılanma,frondescence; phyllody; phyllomorphy
alın,frons
ön roba,front
yüksek seviye cephesi,front aloft; upper front
güvenlik süzgeci,front end security filter; security filter
cephesel sıcaklık terselmesi,front inversion; frontal inversion
ön uzunluk,front length
ön iğne yatağı,front needle bed
müşteri tarafı yazılımı,front office application; front-office application
ön incik çevresi,front shank circumference
ön ağızlık,front shed
ön ünlü,front vowel
önden çekiş,front wheel drive
pruva rüzgârı,front wind; head wind
parsel cephesi,frontage of a parcel
cephe sisi,frontal fog
cephesel kaldırma,frontal lift; frontal lifting
atmosferik cephe modeli,frontal model
oklüzyon cephesi,frontal occlusion; occluded front
cephe geçişi,frontal passage; fropa
sağanak hattı,frontal squall line; multicell line storm; squall line
cephe yüzeyi,frontal surface
frontal dikiş,frontal suture
cephe sistemi,frontal system
Shapiro-Keyser siklon modeli,frontal T-bone; Shapiro-Keyser cyclone model; T-Bone
cephe kuramı,frontal theory
cephesel boran,frontal thunderstorm; pre-frontal thunderstorm
üçlü cephe noktası,frontal triple point; occlusion point
atmosferik cephe bölgesi,frontal zone
iletişim ön işlemcisi,front-end computer; front-end processor; communication processor; front end processor
yükleyici,front-end loader; loader; loader front loader
önyüz programı,front-end program; front-end application
sınır orbitalleri,frontier molecular orbitals; frontier orbitals
önden aydınlatmalı algılayıcı,front-illuminated sensor; frontside illumination sensor
ön safta çalışan,front-line worker; frontline health worker; frontliner
cephe oluşumu,frontogenesis
cephe oluşumuna ilişkin,frontogenetic
cephe ölümü,frontolysis
don,frost
don çatlağı,frost crack
don zararı,frost damage
rüzgâr makinesi,frost fan; frost fan wind machine; wind machine
buz çiçeği,frost flower; ice flower
buzlu cam,frost glass; frosted glass
don direnci,frost hardiness; frost resistance
don kabarması,frost heaving
don çukuru,frost hollow; frost pocket
don derinliği,frost level; frost line
dondan korunma,frost protection
dondan koruma makinesi,frost protection machine; frostbuster
don halkası,frost ring
don yarılması,frost shattering; frost splitting; frost wedging; gelifraction
don dumanı,frost smoke
ayazlama,frostbite
dondurma yoluyla yapak temizleme,frosted wool process
frosting,frosting
kırağı noktası higrometresi,frost-point hygrometer; frost hygrometer
kırağı noktası,frost-point temperature; frost point
köpüklü yüzdürme,froth flotation
Froude sayısı,Froude number
Froude-Krilov kuvveti,Froude-Krilov force
donmuş çiy,frozen dew; white dew
buz sisi,frozen fog; ice-crystal fog; ice fog
yer donu,frozen ground; ground frost
donmuş toprak,frozen soil
fruktifikasyon,fructification
früktoz,fructose; levulose
meyvecil,frugivore
meyve,fruit
meyve yazıcıböceği,fruit bark beetle; shothole borer
meyve bazlı mus,fruit based mousse
meyveli brioşin,fruit briochin
meyva özü,fruit concentrate
meyve kabuğu,fruit covering; pericarp
meyve dökümü,fruit drop; fruit fall
meyve lifi,fruit fiber
meyvesinekleri,fruit flies; picture-winged flies
sirkesinekleri,fruit flies; pomace flies; vinegar flies
meyve hasat makinesi,fruit harvester
meyve suyu,fruit juice
meyve suyu konsantresi,fruit juice concentrate
meyve nektarı,fruit nectar; nectar
meyve işleme kalıntıları,fruit processing industry residue; fruit processing residue
meyve ezmesi,fruit pulp
meyve püresi,fruit puree
ürün budaması,fruit tree pruning
meyveli yoğurt,fruit yoghurt
sporokarp,fruiting body; sporocarp
ürün dalı,fruiting cane
meyvecik,fruitlet
meyvemsi,fruity
kesik koni,frustum of cone
kesik piramit,frustum of pyramid
dalsı liken,fruticose lichen
yavru balık,fry
kızartma tavası,frying pan; frypan; skillet
sabitleme indeksi,F-statistics; fixation index
yakıt,fuel
yakıt katkı maddesi,fuel additive
yakıt demeti,fuel assembly; fuel bundle
nükleer yakıt çoğalması,fuel breeding
yakıt pili,fuel cell
yakıt kanalı,fuel channel
nükleer yakıt kılıfı,fuel cladding; nuclear cladding; fuel clad; fuel sheath
yakıt kontrolü,fuel control
yakıt kontrollü yanma,fuel controlled burning
yanıcı madde limitli yangın,fuel controlled fire
sönmüş yakıt havuzu,fuel cooling installation
yakıt maliyeti,fuel cost
havada yakıt atma,fuel dumping; fuel jettisoning; fuel jettison; intentional fuel venting
yakıt verimliliği,fuel economy; fuel efficiency
yakıt unsuru,fuel element
yakıt zenginleştirme,fuel enrichment
gaz yakıt,fuel gas
akaryakıt göstergesi,fuel gauge
yakıt hidrantı,fuel hydrant
yakıt enjeksiyonu,fuel injection
yakıt enjektörü,fuel injector; fuel nozzle; injector
yakıt envanteri,fuel inventory
yağyakıt,fuel oil; furnace oil; marine fuel
yakıt güç oranı,fuel rating
mevcut yakıt,fuel remaining; fuel status
nükleer yakıtın yeniden işlenmesi,fuel reprocessing; nuclear reprocessing
yakıt çubuğu,fuel rod
yakıt püskürüğü,fuel spray
yakıt sistemi,fuel system
yakıt vergisi,fuel tax
yakıt teknolojisi,fuel technology
özgül yanma enerjisi,fuel utilization; specific burn-up
yakacak odun,fuel wood; fuelwood; firewood; wood fuel
indirgen alev,fuel-rich flame; reducing flame
kaçarlık,fugacity
kaçak salım,fugitive emission
kaçak salım,fugitive emission
sipariş işleme merkezi,fulfillment center; order fulfillment center
yıldırım taşı,fulgurite
tam toplayıcı,full adder
dolu ve tam yüklü,full and complete cargo; full and down cargo
tam yedekleme,full backup
tam Bayesçi yöntem,full Bayesian approach; fully Bayesian treatment
tam ikidillilik,full bilingualism; complete bilingualism
selanik örgü,full cardigan rib fabric; polka rib fabric
tam sütun kerteli,full column rank
frak,full dress suit; tailsuit
doygun boyama,full dyeing; saturated dyeing
tam istihdam,full employment
tam istihdam dengesi,full employment equilibrium
tam cephe tünel makinesi,full face tunnel boring machine
tam faktöryel deneme planı,full factorial design; full factorial design of experiments
kara nadas,full fallow
tam sulama,full irrigation; thorough irrigation
iki yandan hizalama,full justification
dolgun tutumlu deri,full leather
komple yük,full load
tam olum,full maturity
dolunay,full moon
komandite ortak,full partner; general partner
tam tekrar aralığı,full repeat
sarı olgunluk dönemi,full ripe stage; yellow ripe stage
tam hizmet kapsamlı kiralama,full service leasing
tam yol ileri,full speed ahead
tam yol geri,full speed astern
tetiklenmiş altçizge,full subgraph; induced subgraph
tam çıkarıcı,full subtractor
tam yüzey boyama,full surface dyeing
tam uyarlamalı ışık düzeni,full traffic actuated signal
bütün gövde yöntemi,full tree system; long log system; whole tree system
tam treyler yükü,"full truck load, FTL"
tam adresli ağ noktası,full URL
tüm beden tarayıcı,full-body scanner
zemin çığı,full-depth avalanche; ground avalanche
fulleren,fullerene
Fuller toprağı,Fuller's earth
tam cephe kazı,full-face excavation
tam kare sensörü,full-frame sensor
grafikli trafik panosu,full-graphic board; full-graphic sign
tam büyümüş yapağı,full-grown wool
dinkleme,fulling; tucking; walking
tam yük hızı,full-load speed
dolgunluk,fullness
lif kalınlığı,fullness of fibre
ses dolgunluğu,fullness of tone
geniş bantlı hoparlör,full-range loudspeaker
iniş ve durma,full-stop landing
tam dalga doğrultma,full-wave rectification
tam gelişmiş laminer akış,fully developed laminar flow
tam gelişmiş bölge,fully developed region
gelişmiş türbülanslı akış,fully developed turbulence; fully developed turbulent flow
şekillendirilmiş örgü,fully fashion knitted fabric
tam mekanize kazı,fully mechanized winning
FOY iplik,fully oriented yarn
tam alan adı,fully qualified domain name
tam gelişmiş yangın,fully-developed fire
tam kabarmış deniz,fully-developed sea; fully arisen sea
tam kuyu,fully-penetrating well
fülminat,fulminate
fülminik asit,fulminic acid
fulvik asit,fulvic acid
fumajin,fumagine; sooty mold
fumarik asit,fumaric acid; trans-butenedioic acid
tüten,fumarole
çekerocak,fume cupboard; fume hood
termik oksitleyici,fume incinerator; thermal incinerator; thermal oxidizer
buğu,fume; steam
yanık dumanı,fumes
fümet,fumet
fumigan,fumigant; fumigation insecticide
çöken duman sorgucu,fumigating plume; fumigation plume
fumigasyon,fumigation
fumigasyon sertifikası,fumigation certificate; pest control certificate
dumanlı nitrik asit,fuming nitric acid
dumanlı sülfürik asit,fuming sulfuric acid; oleum
fumulus,fumulus
fonksiyon,function
fonksiyon,function
işlev,function
fonksiyon yaklaşıklama,function approximation
alttan sınırlı fonksiyon,function bounded below
fonksiyon çağrısı,function call
fonksiyon üreteci,function generator
işlev tuşu,function key
sınırlı değişimli fonksiyon,function of bounded variation
çokdeğişkenli fonksiyon,function of several variables
işlev noktası,function point
işlev noktası,function point
işlev noktası analizi,function point analysis
işlev noktası yöntemi,function point method
fonksiyon tablosu,function table
sonsuzda sıfırlaşan fonksiyon,function vanishing at infinity
fonksiyonel,functional
fonksiyonel analiz,functional analysis
işlevsel mimari,functional architecture; logical architecture
fonksiyonel kol uzanım çevriti,functional arm reach contour
işlevsel bağlantılılık,functional connectivity
hiyerarşik ayrıştırma,functional decomposition; hierarchical decomposition
fonksiyonel bağımlılık,functional dependence
işlevsel tasarım,functional design
fonksiyonel denklem,functional equation
morfolojik erdişi fizyolojik dişi çiçek,functional female flower; morphological hermaphrodite physiological female flower
işlevsel gıda,functional food
hatalı belirtilmiş denklem biçimi,functional form misspecification
işlevsel giysi,functional garment
fonksiyonel genomik,functional genomics
işlevsel grup,functional group
fonksiyonel hidrojel,functional hydrogel
işlevsel imge,functional image
fonksiyonel dil,functional language
fonksiyonel ayak uzanım çevriti,functional leg reach contour
işlevsel dilbilim,functional linguistics
morfolojik erdişi fizyolojik erkek çiçek,functional male flower; morphological hermaphrodite physiological male flower
işlevsel modelleme,functional modeling
fonksiyonel programlama,functional programming
fonksiyonel ister,functional requirement
fonksiyonel güvenlik,functional safety
fonksiyon serisi,functional series
işlevsel büyüklük,functional size
işlevsel büyüklük,functional size
fonksiyon uzayı,functional space
işlevsel şartname,functional specification
işlevsel tekstil ürünü,functional textile
işlevsellik,functionality
fon,fund
temel sözleşme ihlali,fundamental breach of contract
temel etkileşimler,fundamental forces; fundamental interactions
temel frekans,fundamental frequency; fundamental mode
temel matris,fundamental matrix
doğal periyot,fundamental period; natural period
temel ton,"fundamental sound, fundamental tone"
temel yıldız,fundamental star
temel komşuluk sistemi,fundamental system of neighborhoods
temel çözümler sistemi,fundamental system of solutions
cebirin temel teoremi,fundamental theorem of algebra
aritmetiğin temel teoremi,fundamental theorem of arithmetics
fundatrijen,fundatrigenia; fundatrispuriae
döllerin anası,fundatrix; stem mother
fungus kolonizasyonu,fungal colonization
fungal koloni,fungal colony
mikoz,fungal disease; mycosis
hif,fungal filament; hypha
Fungi,Fungi
misli eşya,fungible goods; interchangeable goods
fungisit,fungicide
fungistatik,fungistatic
fungistatik madde,fungistatic agent
fungivor akar,fungivorous mite; mycetophage mite
fungus,fungus
güveler,fungus moths; tineid moths
genişhortumlular,fungus weevils
mikofag,fungus-feeding; mycophagous
füniküler su,funicular water
göbekbağı,funiculus
huni,funnel
huni bulut,funnel cloud
baca damperi,funnel damper
hunilenme olayı,funnel effect; nozzle effect
hunilenme,funnelling
kürk böceği,fur beetle; two-spotted carpet beetle
kürk germe makinesi,fur breaking over machine
kürk işlentisi,fur dressing
kürk boyası,fur dye
kürk hayvanları yetiştiriciliği,fur farming
kürk etleme makinesi,fur fleshing machine
kürk giysi,fur garment
kürk tavşanları,fur rabbit breed
kürk koyunları,fur sheep breed; hair sheep breed
furan,furan
furanoz,furanose
sıçrama çatalı,furca; furcula
furfural,furfural
saravele,furl
yelkenleri tam toplama,furling
fırın sığası,furnace capacity
fırın astarı,furnace lining
mefruşat,furnishing
mobilya-halı böceği,furniture carpet beetle
Frongiyen,Furongian
Furovirüs,Furovirus
etleme sehpası,furrier's bench
kürkçü tarağı,furrier's comb
kürkçü etleme bıçağı,furrier's knife
kireçlenme,furring; scaling
karık,furrow
karık sulama,furrow irrigation
ark açıcı,furrow opener
karıklama,furrowing; opening furrows
pösteki,furskin; wool on leather
meteorolojik tahmin görünümü,further outlook; weather outlook
furunkuloz,furunculosis
fusarik asit,fusaric acid
fusariyöz,fusariosis
karanfil Fusarium gövde çürüklüğü,Fusarium stem rot of carnation
karanfil Fusarium solgunluğu,Fusarium wilt of carnation
kavun Fusarium solgunluğu,Fusarium wilt of melon
karpuz Fusarium solgunluğu,Fusarium wilt of watermelon
sigorta,fuse
ergimiş alümina,fused alumina
kuvars camı,fused quartz glass; fused silica glass
kaynaşık halkalar,fused rings
eritme kenar,fused selvage; fused selvedge; melt selvedge
ergimiş dökümlü refrakter,fused-cast refractory; fusion-cast refractory
uçak gövdesi,fuselage
gövde çerçevesi,fuselage frame; fuselage ring frame; ring frame
sigortalı bağlantı,fusible link
iğ şekilli,fusiform
düğüm kaynaştırma,fusing vertices; vertex fusion
kaynaşma,fusion
hidrojen bombası,fusion bomb; H-bomb; hydrogen bomb; thermonuclear bomb
bilgi tümleştirme merkezi,fusion center
ergime akışkanlığı,fusion flow
ergime akış testi,fusion flow test
ergime noktası,fusion point; liquefaction temperature; melting point; melting temperature
kaynaşık protein,fusion protein
füzyon reaktörü,fusion reactor
ergime,fusion; melting
çekirdek kaynaşımı,fusion; nuclear fusion; thermonuclear reaction
gelecekteki değer,future worth
lif yumağı kusuru,fuzz ball defect
bulanık,fuzzy
bulanık sınıflandırma,fuzzy classification
bulanık çıkarım,fuzzy inference
bulanık bilgi,fuzzy information
bulanık mantık,fuzzy logic
bulanık akıl yürütme,fuzzy reasoning
bulanık küme,fuzzy set
bulanık küme işlemi,fuzzy set operation
FIATA çok modlu taşımacılık konşimentosu-ciro edilemez,FWB; non-negotiable FIATA multimodal transport waybill
pinter,fyke net; fyke; hoop net
G bantları,G band; Giemsa band
G sancağı,G flag
G proteini,G protein; guanine nucleotide-binding protein
G protein eklemli alıcı,G protein-linked receptor
G tayf türü yıldızlar,G type stars
G1 evresi,G1 phase; Gap 1 phase
G2 evresi,G2 phase
GABA alıcısı,GABA receiver
gabardin kumaş,gabardine
gabro,gabbro
gabyon,gabion
kırma çatı,gable and valley roof
beşik örtüsü çatı,gable roof; pitched roof
kalkan duvarı,gable wall
ilmek taşıma yöntemi,gabler system; loop transfer system
gadolinit,gadolinite; ytterbite
datolit mineral grubu,gadolinite-datolite group
gadolinyum,gadolinium
ceyat,gaead
giz,gaff
pik,gaff topsail
glikozaminoglikan,GAG; glycosaminoglycan; mucopolysaccharide
bağıl basınç,gage pressure; gauge pressure; manometric pressure
kemer tuğlası,gaged brick; gauged brick
kazanç,gain
kazanç payı,gain margin
kazanç duyarlılığı,gain sensitivity
işlev kazandıran mutasyon,gain-of-function mutation; neomorphic mutation
galaktan,galactan
gökada karşı merkezi,galactic anticenter
gökada enötesi,galactic apocenter
gökada şişkinliği,galactic bulge
galaktik yamyamlık,galactic cannibalism
gökada merkezi,galactic center
açık yıldız kümesi,galactic cluster; open cluster
gökada koordinatları,galactic coordinates
gökada diski,galactic disc
gökada düzlemi,galactic equator
gökada halesi,galactic halo
gökada enlemi,galactic latitude
gökada boylamı,galactic longitude
galaktik manyetik alan,galactic magnetic field
gökada çekirdeği,galactic nucleus
gökada kutbu,galactic pole
gökada dönmesi,galactic rotation
gökada penceresi,galactic window
galaktik yıl,galactic year
galaktooligosakarit,galactooligosaccharide
galaktoz,galactose
galaktozemi,galactosemia
gelotin,galantine
gökada,galaxy
gökada evrimi,galaxy evolution
gökada çekiştirmesi,galaxy harassment
gökada birleşmesi,galaxy merger
gökada dönme grafiği,galaxy rotation curve; rotation curve; velocity curve
görsel fırtına işareti,gale cone; visual storm signal
kasırga uyarı flaması,gale warning pennant
kasırga uyarısı,gale warning; wind storm warning
kasırga,gale; wind storm
dış çiğneyici lob,galea; lobus externus
galet,galette
düğmeotu mozaik virüsü,galinsoga mosaic virus; GaMV
ursinekleri,gall gnats; gall midges
mazı arısı,gall wasp
urarıları,gall wasps; gallflies
bitki uru,gall; plant gall
Gallantivirüs,Gallantivirus
kalyon,galleon
galeri,gallery
galeri ateşleme yöntemi,gallery blasting; gallery blasting method
galeri ormanı,gallery forest
galeri tahkimatı,gallery reinforcement; support of underground openings
kadırga,galley
gallik asit,gallic acid
gallik asit değeri,gallic acid value
galyum,gallium
galon,gallon
hiperenflasyon,galloping inflation; hyperinflation; rampant inflation; runaway inflation
galop hareketi,galloping movement
gallotanen,gallotannin
babadalya,gallow stanchions
Galois genişlemesi,Galois extension
Galois cismi,Galois field
Galois kuramı,Galois theory
Galvani potansiyeli,Galvani potential; Galvani potential difference; inner potential difference
galvanik anot,galvanic anode
galvanik koruma,galvanic anode catodic protection; galvanic cathodic protection; sacrificial anode cathodic protection
Volta pili,galvanic cell; voltaic cell
galvanizli demir,galvanized iron
galvanize çelik,galvanized steel
galvanizleme,galvanizing
galvanometre,galvanometer
akımlı kaplama,galvanoplasty
galvanostatik yöntem,galvanostatic method
gambir,gambier
kumarcının yıkımı,gambler's ruin
oyun,game
av hayvanı,game animal
oyun kontrol birimi,game controller
avlak,game country; hunting ground
spor balıkçılığı,game fish; sport fish; quarry
avlak amenajman planı,game land management plan; hunting ground management plan
avlanma planı,game plan
arama avı,game stalking
oyun kuramı,game theory
oyunlar kuramı,game theory
av koruma memuru,game warden
gametangiyal birleşme,gametangial conjugation
gametangiyal temas,gametangial contact
gametangiyum,gametangium
eşey hücresi,gamete
bağlantı dengesizliği,gametic phase unbalance; linkage disequilibrium
gametositosit,gametocide; gametocytocide
gametoklonal değişim,gametoclonal variation
gametoklon,gametoclone
gametosit,gametocyte
eşey hücre oluşumu,gametogenesis
gametofit,gametophyte
oyunlaştırma,gamification
gama zinciri,gamma chain
gama düzeltmesi,gamma correction
gama bozunumu,gamma decay
gama kuyu kaydı,gamma log; gamma ray logging
gama ışıması,gamma radiation
gama ışını,gamma radiation; gamma ray
gama rasgele değişkeni,gamma random variable
gama ışını patlaması,gamma ray burst
radyoizotoplu karölçer,gamma ray snow-gauge; radioisotope snow gage
gama ışınları ardalanı,gamma-ray background
gama ışını teleskopu,gamma-ray telescope; gamma telescope
gama ton süzgeci,gammatone filter
çekişmeli üretici ağ,GAN; generative adversarial network
ganaj,ganache
gangliyon,ganglion
gang,gangue
tabanyolu,gangway; gate road
ganister,ganister
ganoyit pul,ganoid scale
sinyal iskeleti,gantry; gantry sign; road sign holder; road sign structure
Gantt diyagramı,Gantt chart; Gantt diagram
fark analizi,gap analysis
bağlantı aralığı sitoplazma köprüsü,gap junction; macula communicans; nexus
ara boşluk kaybı,gap loss; longitudinal offset loss
eksiltili eylem kullanımı,gapping
çöp bacası,garbage chute; gravity waste chute; waste chute
döküntü girer döküntü çıkar,garbage in garbage out; GIGO
döküntü bilgi,garbage; garbage information
radar sinyallerinin binişmesi,garbling
hünkarbeğendi otu,garden candytuft; globe candytuft
küçük gülböceği,garden chafer
yabani lahana tohumgüvesi,garden pebble moth
bahçe pulluğu,garden plough
bahçe pülverizatörü,garden sprayer
bahçe çay kuyruklusu,garden springtail
çilek,garden strawberry; strawberry
çilek,garden strawberry; strawberry
çadır tırtılı,garden tiger moth; great tiger moth
çok küçük traktör,garden tractor; micro tractor; mini tractor
çepin,gardener’s hoe; hand hoe
çörten,gargoyle
sarımsak,garlic
soğan kızılkurdu,garlic moth
